MP_id,Formula,Phase,Decomposition Energy,Band Gap,Formation Energy per atom,Structure,A_Ion_rad,A_BP,A_MP,A_Density,A_At_wt,A_Elec_Aff,A_Ion_Energy,A_Heat_fusion,A_Heat_vap,A_Electronegativity,A_At_num,A_Period,B_Ion_rad,B_BP,B_MP,B_Density,B_At_wt,B_Elec_Aff,B_Ion_Energy,B_Heat_fusion,B_Heat_vap,B_Electronegativity,B_At_num,B_Period,X_Ion_rad,X_BP,X_MP,X_Density,X_At_wt,X_Elec_Aff,X_Ion_Energy,X_Heat_fusion,X_Heat_vap,X_Electronegativity,X_At_num,X_Period,A Site,B Site,X Site
mp-644332,KMnF3,Monoclinic,-0.337430311,2.6892,-3.015492925,"Full Formula (K4 Mn4 F12)
Reduced Formula: KMnF3
abc   :   8.540434   6.012110   6.044954
angles:  89.971887  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.25      0.995677  0.504132     0
  1  K     0.75      0.004323  0.495868     0
  2  K     0.25      0.496982  0.00784      0
  3  K     0.75      0.503018  0.99216      0
  4  Mn    0         0         0            4.699
  5  Mn    0.5       0         0            4.699
  6  Mn    0         0.5       0.5          4.699
  7  Mn    0.5       0.5       0.5          4.699
  8  F     0.25      0.003139  0.988901     0.041
  9  F     0.75      0.996861  0.011099     0.041
 10  F     0.25      0.498787  0.502693     0.041
 11  F     0.75      0.501213  0.497307     0.041
 12  F     0.006507  0.735654  0.236179     0.041
 13  F     0.993493  0.264346  0.763821     0.041
 14  F     0.506507  0.264346  0.763821     0.041
 15  F     0.493493  0.735654  0.236179     0.041
 16  F     0.002706  0.23518   0.264218     0.041
 17  F     0.997294  0.76482   0.735782     0.041
 18  F     0.502706  0.76482   0.735782     0.041
 19  F     0.497294  0.23518   0.264218     0.041",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.67,2235,1518,7.44,54.938,0,717.4,14.64,219.74,1.55,25,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Mn,F
mp-1205353,KMnF3,Orthorhombic,-0.347601703,2.4058,-3.017527204,"Full Formula (K2 Mn2 F6)
Reduced Formula: KMnF3
abc   :   5.897455   5.897455   5.897455
angles: 120.052121 119.633588  90.272781
pbc   :       True       True       True
Sites (10)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  K     0.753139  0.75       0.003139    -0
  1  K     0.246861  0.25       0.996861    -0
  2  Mn    0         0.5        0.5          4.623
  3  Mn    0.5       0          0.5          4.623
  4  F     0.701806  0.25       0.451806     0.061
  5  F     0.298194  0.75       0.548194     0.061
  6  F     0.775038  0.775038   0.5          0.06
  7  F     0.224962  0.724962  -0            0.06
  8  F     0.224962  0.224962   0.5          0.06
  9  F     0.775038  0.275038   0            0.06",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.67,2235,1518,7.44,54.938,0,717.4,14.64,219.74,1.55,25,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Mn,F
mp-555359,KMnF3,Tetragonal,-0.346378833,2.7802,-3.01728263,"Full Formula (K2 Mn2 F6)
Reduced Formula: KMnF3
abc   :   5.875932   5.875933   5.914206
angles: 119.786434 119.786435  89.999489
pbc   :       True       True       True
Sites (10)
  #  SP            a          b          c    magmom
---  ----  ---------  ---------  ---------  --------
  0  K      0.750003   0.250003   0.500006    -0
  1  K      0.249997   0.749997   0.499994    -0
  2  Mn     0.5        0.5        0            4.623
  3  Mn    -0         -0          0            4.623
  4  F      0.75       0.75       0.5          0.06
  5  F      0.25       0.25       0.5          0.06
  6  F      0.785565   0.285565   0            0.061
  7  F      0.714435   0.785565   0            0.061
  8  F      0.214435   0.714435  -0            0.061
  9  F      0.285565   0.214435  -0            0.061",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.67,2235,1518,7.44,54.938,0,717.4,14.64,219.74,1.55,25,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Mn,F
mp-27366,KNiCl3,Hexagonal,-0.044038943,0.7023,-1.469011673,"Full Formula (K6 Ni6 Cl18)
Reduced Formula: KNiCl3
abc   :  11.808219  11.808219   5.921761
angles:  89.999994  90.000040 119.999551
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  K      0.334636   0.334635  0.330044     0.001
  1  K      0.999998   0.334635  0.830052     0.001
  2  K      0.334636   1e-06     0.830043     0.001
  3  K      0.665364   0.999998  0.330044     0.001
  4  K      0          0.665365  0.330041     0.001
  5  K      0.665364   0.665365  0.830045     0.001
  6  Ni     1          0.999999  0.008413     1.584
  7  Ni     0         -0         0.508412     1.584
  8  Ni     0.333335   0.666667  0.13147      1.583
  9  Ni     0.666665   0.333333  0.631468     1.583
 10  Ni     0.333334   0.666666  0.631468     1.583
 11  Ni     0.666665   0.333334  0.131468     1.583
 12  Cl     0.493665   0.667488  0.383112     0.11
 13  Cl     0.332512   0.826177  0.383112     0.11
 14  Cl     0.173823   0.506335  0.383111     0.11
 15  Cl     0.826178   0.493666  0.883111     0.11
 16  Cl     0.506333   0.332512  0.883111     0.11
 17  Cl     0.667488   0.173822  0.883112     0.11
 18  Cl     0.493666   0.826178  0.883111     0.11
 19  Cl     0.667488   0.493666  0.383112     0.11
 20  Cl     0.826177   0.332511  0.383112     0.11
 21  Cl     0.173824   0.667488  0.883112     0.11
 22  Cl     0.332513   0.506335  0.883112     0.11
 23  Cl     0.506333   0.173822  0.383111     0.11
 24  Cl     0.159945   1e-06     0.255481     0.11
 25  Cl     0.159945   0.159945  0.75548      0.11
 26  Cl     1          0.840055  0.75548      0.11
 27  Cl    -0          0.159944  0.255481     0.11
 28  Cl     0.840056   0.840055  0.25548      0.11
 29  Cl     0.840056   1e-06     0.75548      0.11",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.69,3005,1726,8.9,58.6934,111,736.7,17.2,377.5,1.91,28,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Ni,Cl
mp-560976,KNiF3,Cubic,-0.50212353,0,-2.606776807,"Full Formula (K1 Ni1 F3)
Reduced Formula: KNiF3
abc   :   4.008096   4.008058   4.008060
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a     b     c    magmom
---  ----  ---  ----  ----  --------
  0  K     0    -0    -0      -0.001
  1  Ni    0.5   0.5   0.5     1.792
  2  F     0     0.5   0.5     0.062
  3  F     0.5  -0     0.5     0.062
  4  F     0.5   0.5  -0       0.062",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.69,3005,1726,8.9,58.6934,111,736.7,17.2,377.5,1.91,28,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Ni,F
mp-1211504,KPbI3,Orthorhombic,0.071390118,2.4115,-1.237225371,"Full Formula (K4 Pb4 I12)
Reduced Formula: KPbI3
abc   :   4.752727  10.607887  17.070674
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  K     0.25  0.932646  0.175985         0
  1  K     0.75  0.067354  0.824015         0
  2  K     0.75  0.567354  0.675985         0
  3  K     0.25  0.432646  0.324015         0
  4  Pb    0.25  0.67069   0.942426        -0
  5  Pb    0.75  0.32931   0.057574        -0
  6  Pb    0.75  0.82931   0.442426        -0
  7  Pb    0.25  0.17069   0.557574        -0
  8  I     0.25  0.516308  0.115488        -0
  9  I     0.75  0.483692  0.884512        -0
 10  I     0.75  0.983692  0.615488        -0
 11  I     0.25  0.016308  0.384512        -0
 12  I     0.25  0.656328  0.51625         -0
 13  I     0.75  0.343672  0.48375         -0
 14  I     0.75  0.843672  0.01625         -0
 15  I     0.25  0.156328  0.98375         -0
 16  I     0.25  0.800676  0.780029        -0
 17  I     0.75  0.199324  0.219971        -0
 18  I     0.75  0.699324  0.280029        -0
 19  I     0.25  0.300676  0.719971        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,K,Pb,I
mp-9061,KPdF3,Cubic,-0.268601173,0,-2.04917529,"Full Formula (K1 Pd1 F3)
Reduced Formula: KPdF3
abc   :   4.309256   4.309256   4.309256
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0.5  0.5  0.5    -0
  1  Pd    0    0    0       0.001
  2  F     0    0.5  0      -0
  3  F     0    0    0.5    -0
  4  F     0.5  0    0      -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.64,3240,1825,12,106.42,60,805,16.74,393.3,2.2,46,5,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Pd,F
mp-1097014,KSnBr3,Orthorhombic,-0.951443591,2.2679,-1.549361341,"Full Formula (K4 Sn4 Br12)
Reduced Formula: KSnBr3
abc   :   4.476666   8.956562  16.586426
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  K     0.75  0.59581   0.161606         0
  1  K     0.25  0.40419   0.838394         0
  2  K     0.75  0.09581   0.338394         0
  3  K     0.25  0.90419   0.661606         0
  4  Sn    0.25  0.637525  0.434726         0
  5  Sn    0.75  0.362475  0.565274         0
  6  Sn    0.25  0.137525  0.065274         0
  7  Sn    0.75  0.862475  0.934726         0
  8  Br    0.75  0.823784  0.50542          0
  9  Br    0.25  0.176216  0.49458          0
 10  Br    0.75  0.323784  0.99458          0
 11  Br    0.25  0.676216  0.00542          0
 12  Br    0.25  0.526337  0.645153         0
 13  Br    0.75  0.473663  0.354847         0
 14  Br    0.25  0.026337  0.854847         0
 15  Br    0.75  0.973663  0.145153         0
 16  Br    0.25  0.813746  0.304474        -0
 17  Br    0.75  0.186254  0.695526        -0
 18  Br    0.25  0.313746  0.195526        -0
 19  Br    0.75  0.686254  0.804474        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,K,Sn,Br
mp-28774,KSnF3,Triclinic,-0.988170336,3.5114,-2.791165812,"Full Formula (K8 Sn8 F24)
Reduced Formula: KSnF3
abc   :   7.978593   9.891078  10.219517
angles:  80.380847  72.367434  74.201705
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.53871   0.881483  0.364764        -0
  1  K     0.46129   0.118517  0.635236        -0
  2  K     0.05073   0.849218  0.393802        -0
  3  K     0.94927   0.150782  0.606198        -0
  4  K     0.745447  0.509794  0.490812        -0
  5  K     0.254553  0.490206  0.509188        -0
  6  K     0.742282  0.023218  0.986465        -0
  7  K     0.257718  0.976782  0.013535        -0
  8  Sn    0.546159  0.618105  0.142518        -0
  9  Sn    0.453841  0.381895  0.857482        -0
 10  Sn    0.028811  0.642403  0.126546        -0
 11  Sn    0.971189  0.357597  0.873454        -0
 12  Sn    0.270867  0.254669  0.251853        -0
 13  Sn    0.729133  0.745331  0.748147        -0
 14  Sn    0.793105  0.216537  0.254454        -0
 15  Sn    0.206895  0.783463  0.745546        -0
 16  F     0.384607  0.689183  0.327728         0
 17  F     0.615393  0.310817  0.672272         0
 18  F     0.567347  0.823912  0.072407        -0
 19  F     0.432653  0.176088  0.927593        -0
 20  F     0.938425  0.856651  0.157809        -0
 21  F     0.061575  0.143349  0.842191        -0
 22  F     0.057855  0.593858  0.323508        -0
 23  F     0.942145  0.406142  0.676492        -0
 24  F     0.743383  0.646221  0.249382         0
 25  F     0.256617  0.353779  0.750618         0
 26  F     0.285469  0.708775  0.089807         0
 27  F     0.714531  0.291225  0.910193         0
 28  F     0.232266  0.055321  0.259787         0
 29  F     0.767734  0.944679  0.740213         0
 30  F     0.260989  0.226007  0.456634        -0
 31  F     0.739011  0.773993  0.543366        -0
 32  F     0.040931  0.710133  0.64527         -0
 33  F     0.959069  0.289867  0.35473         -0
 34  F     0.445451  0.866209  0.764858        -0
 35  F     0.554549  0.133791  0.235142        -0
 36  F     0.231492  0.923855  0.5731           0
 37  F     0.768508  0.076145  0.4269           0
 38  F     0.410653  0.636888  0.636386         0
 39  F     0.589347  0.363112  0.363614         0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Sn,F
mp-1097015,KSnI3,Orthorhombic,-0.046275089,1.9381,-1.154488381,"Full Formula (K4 Sn4 I12)
Reduced Formula: KSnI3
abc   :   4.708246  10.448782  16.997640
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  K     0.75  0.577304  0.172586         0
  1  K     0.25  0.422696  0.827414         0
  2  K     0.75  0.077304  0.327414         0
  3  K     0.25  0.922696  0.672586         0
  4  Sn    0.25  0.665021  0.441203         0
  5  Sn    0.75  0.334979  0.558797         0
  6  Sn    0.25  0.165021  0.058797         0
  7  Sn    0.75  0.834979  0.941203         0
  8  I     0.75  0.840525  0.511544         0
  9  I     0.25  0.159475  0.488456         0
 10  I     0.75  0.340525  0.988456         0
 11  I     0.25  0.659475  0.011544         0
 12  I     0.25  0.517173  0.620918         0
 13  I     0.75  0.482827  0.379082         0
 14  I     0.25  0.017173  0.879082         0
 15  I     0.75  0.982827  0.120918         0
 16  I     0.25  0.80433   0.287371        -0
 17  I     0.75  0.19567   0.712629        -0
 18  I     0.25  0.30433   0.212629        -0
 19  I     0.75  0.69567   0.787371        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,K,Sn,I
mp-1205548,KSrI3,Orthorhombic,-0.014205838,3.9993,-1.877943407,"Full Formula (K2 Sr2 I6)
Reduced Formula: KSrI3
abc   :   8.112890   8.112890  12.053442
angles:  90.000000  90.000000 145.975296
pbc   :       True       True       True
Sites (10)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  K      0.249969   0.750031  0.25             0
  1  K      0.750031   0.249969  0.75             0
  2  Sr    -0         -0         0                0
  3  Sr    -0         -0         0.5              0
  4  I      0.639552   0.360448  0.063462         0
  5  I      0.360448   0.639552  0.936538         0
  6  I      0.360448   0.639552  0.563462         0
  7  I      0.639552   0.360448  0.436538         0
  8  I      0.918694   0.081306  0.25             0
  9  I      0.081306   0.918694  0.75             0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,K,Sr,I
mp-567718,KTiBr3,Hexagonal,0.115500363,0,-1.648840251,"Full Formula (K6 Ti6 Br18)
Reduced Formula: KTiBr3
abc   :  13.399816  13.399816   5.928911
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.356728  0.999092  0.521713     0.002
  1  K     0.642364  0.643272  0.521713     0.002
  2  K     0.999092  0.642364  0.021713     0.002
  3  K     0.000908  0.357636  0.521713     0.002
  4  K     0.643272  0.000908  0.021713     0.002
  5  K     0.357636  0.356728  0.021713     0.002
  6  Ti    0.333333  0.666667  0.802233     0.788
  7  Ti    0.333333  0.666667  0.241134     0.826
  8  Ti    0.666667  0.333333  0.302233     0.788
  9  Ti    0         0         0.017242     1.085
 10  Ti    0         0         0.517242     1.085
 11  Ti    0.666667  0.333333  0.741134     0.826
 12  Br    0.332105  0.83805   0.020787     0.015
 13  Br    0.667895  0.16195   0.520787     0.015
 14  Br    0.504284  0.171932  0.022401    -0.003
 15  Br    0.495716  0.828068  0.522401    -0.003
 16  Br    0.19135   0.096264  0.767429     0.004
 17  Br    0.828068  0.332353  0.022401    -0.003
 18  Br    0.494055  0.332105  0.520787     0.015
 19  Br    0.505945  0.667895  0.020787     0.015
 20  Br    0.096264  0.904914  0.267429     0.004
 21  Br    0.171932  0.667647  0.522401    -0.003
 22  Br    0.80865   0.903736  0.267429     0.004
 23  Br    0.16195   0.494055  0.020787     0.015
 24  Br    0.095086  0.19135   0.267429     0.004
 25  Br    0.903736  0.095086  0.767429     0.004
 26  Br    0.83805   0.505945  0.520787     0.015
 27  Br    0.904914  0.80865   0.767429     0.004
 28  Br    0.667647  0.495716  0.022401    -0.003
 29  Br    0.332353  0.504284  0.522401    -0.003",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.61,3560,1935,4.54,47.88,20,658,18.6,425.2,1.54,22,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,K,Ti,Br
mp-568270,KTiCl3,Hexagonal,-0.796065911,0,-2.008215136,"Full Formula (K6 Ti6 Cl18)
Reduced Formula: KTiCl3
abc   :  12.631256  12.631256   5.633525
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.662103  0.99597   0.676817     0.001
  1  K     0.00403   0.666133  0.676817     0.001
  2  K     0.337897  0.00403   0.176817     0.001
  3  K     0.666133  0.662103  0.176817     0.001
  4  K     0.333867  0.337897  0.676817     0.001
  5  K     0.99597   0.333867  0.176817     0.001
  6  Ti    0         0         0.512107     1.01
  7  Ti    0.666667  0.333333  0.855619     0.78
  8  Ti    0.666667  0.333333  0.407692     0.8
  9  Ti    0         0         0.012107     1.011
 10  Ti    0.333333  0.666667  0.355619     0.78
 11  Ti    0.333333  0.666667  0.907692     0.8
 12  Cl    0.516209  0.820074  0.132379     0.014
 13  Cl    0.483791  0.179926  0.632379     0.014
 14  Cl    0.839128  0.479038  0.130528    -0.002
 15  Cl    0.303865  0.483791  0.132379     0.014
 16  Cl    0.63991   0.160872  0.130528    -0.002
 17  Cl    0.18077   0.144647  0.262071     0.005
 18  Cl    0.160872  0.520962  0.630528    -0.002
 19  Cl    0.855353  0.036122  0.262071     0.006
 20  Cl    0.144647  0.963878  0.762071     0.006
 21  Cl    0.963878  0.81923   0.262071     0.005
 22  Cl    0.81923   0.855353  0.762071     0.005
 23  Cl    0.820074  0.303865  0.632379     0.014
 24  Cl    0.036122  0.18077   0.762071     0.005
 25  Cl    0.179926  0.696135  0.132379     0.014
 26  Cl    0.696135  0.516209  0.632379     0.014
 27  Cl    0.36009   0.839128  0.630528    -0.002
 28  Cl    0.479038  0.63991   0.630528    -0.002
 29  Cl    0.520962  0.36009   0.130528    -0.002",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.61,3560,1935,4.54,47.88,20,658,18.6,425.2,1.54,22,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Ti,Cl
mp-640578,KTiI3,Hexagonal,-0.061473295,0,-1.228392311,"Full Formula (K6 Ti6 I18)
Reduced Formula: KTiI3
abc   :  14.058080  14.058080   6.965316
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.995092  0.678875  0.406307     0.001
  1  K     0.004908  0.321125  0.906307     0.001
  2  K     0.683783  0.004908  0.406307     0.001
  3  K     0.316217  0.995092  0.906307     0.001
  4  K     0.321125  0.316217  0.406307     0.001
  5  K     0.678875  0.683783  0.906307     0.001
  6  Ti    0         0         0.602459     1.676
  7  Ti    0.333333  0.666667  0.779724     1.6
  8  Ti    0         0         0.102459     1.678
  9  Ti    0.333333  0.666667  0.252015     1.604
 10  Ti    0.666667  0.333333  0.279724     1.597
 11  Ti    0.666667  0.333333  0.752015     1.601
 12  I     0.283632  0.796213  0.518964    -0.019
 13  I     0.146677  0.614994  0.01884     -0.011
 14  I     0.385006  0.531682  0.01884     -0.011
 15  I     0.018271  0.844914  0.851823    -0.014
 16  I     0.853323  0.385006  0.51884     -0.012
 17  I     0.844914  0.826643  0.351823    -0.016
 18  I     0.796213  0.51258   0.018964    -0.015
 19  I     0.531682  0.146677  0.51884     -0.011
 20  I     0.155086  0.173357  0.851823    -0.016
 21  I     0.51258   0.716368  0.518964    -0.016
 22  I     0.826643  0.981729  0.851823    -0.016
 23  I     0.716368  0.203787  0.018964    -0.02
 24  I     0.203787  0.48742   0.518964    -0.025
 25  I     0.614994  0.468318  0.51884     -0.011
 26  I     0.173357  0.018271  0.351823    -0.017
 27  I     0.981729  0.155086  0.351823    -0.014
 28  I     0.468318  0.853323  0.01884     -0.011
 29  I     0.48742   0.283632  0.018964    -0.025",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.61,3560,1935,4.54,47.88,20,658,18.6,425.2,1.54,22,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,K,Ti,I
mp-1111295,KTlF3,Cubic,-2.568260014,1.9647,-2.440160439,"Full Formula (K2 Tl2 F6)
Reduced Formula: KTlF3
abc   :   6.776575   6.776575   6.776575
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75             0
  1  K     0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  Tl    0         0         0                0
  4  F     0.770261  0.229739  0.229739        -0
  5  F     0.229739  0.229739  0.770261        -0
  6  F     0.229739  0.770261  0.770261        -0
  7  F     0.229739  0.770261  0.229739        -0
  8  F     0.770261  0.229739  0.770261        -0
  9  F     0.770261  0.770261  0.229739        -0",1.59,1746,577,11.85,204.383,30,589.3,4.27,162.09,2.04,81,6,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,Tl,K,F
mp-1211295,KTmBr3,Orthorhombic,0.120573454,0,-1.774971151,"Full Formula (K4 Tm4 Br12)
Reduced Formula: KTmBr3
abc   :   7.603023   7.982060  10.939478
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  K     0.027416  0.428488  0.25        0.006
  1  K     0.972584  0.571512  0.75        0.006
  2  K     0.527416  0.071512  0.75        0.006
  3  K     0.472584  0.928488  0.25        0.006
  4  Tm    0         0         0           0.635
  5  Tm    0.5       0.5       0           0.635
  6  Tm    0         0         0.5         0.635
  7  Tm    0.5       0.5       0.5         0.635
  8  Br    0.300015  0.204026  0.04449    -0
  9  Br    0.699985  0.795974  0.95551    -0
 10  Br    0.800015  0.295974  0.95551    -0
 11  Br    0.699985  0.795974  0.54449    -0
 12  Br    0.199985  0.704026  0.04449    -0
 13  Br    0.300015  0.204026  0.45551    -0
 14  Br    0.199985  0.704026  0.45551    -0
 15  Br    0.800015  0.295974  0.54449    -0
 16  Br    0.599816  0.52316   0.25        0.004
 17  Br    0.400184  0.47684   0.75        0.004
 18  Br    0.099816  0.97684   0.75        0.004
 19  Br    0.900184  0.02316   0.25        0.004",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.09,2223,1818,9.32,168.9342,50,596,16.8,191,1.25,69,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,K,Tm,Br
mp-570303,KTmI3,Orthorhombic,0.515185945,0,-1.433764564,"Full Formula (K2 Tm2 I6)
Reduced Formula: KTmI3
abc   :   8.113735   8.113735  11.538987
angles:  90.000000  90.000000 149.379576
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.751061  0.248939  0.75         0.002
  1  K     0.248939  0.751061  0.25         0.002
  2  Tm    0         0         0            0.253
  3  Tm    0         0         0.5          0.253
  4  I     0.633745  0.366255  0.446044     0
  5  I     0.633745  0.366255  0.053956     0
  6  I     0.366255  0.633745  0.553956     0
  7  I     0.366255  0.633745  0.946044     0
  8  I     0.066488  0.933512  0.75        -0.003
  9  I     0.933512  0.066488  0.25        -0.003",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.09,2223,1818,9.32,168.9342,50,596,16.8,191,1.25,69,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,K,Tm,I
mp-1205604,KVCl3,Hexagonal,-0.001435125,0.3342,-1.835891939,"Full Formula (K2 V2 Cl6)
Reduced Formula: KVCl3
abc   :   6.914956   6.914956   6.160091
angles:  90.000000  90.000000 119.999421
pbc   :       True       True       True
Sites (10)
  #  SP            a         b      c    magmom
---  ----  ---------  --------  -----  --------
  0  K      0.333329  0.666668   0.75     0
  1  K      0.666671  0.333332   0.25     0
  2  V     -0         0         -0        2.638
  3  V     -0         0          0.5      2.638
  4  Cl     0.162885  0.325771   0.25    -0
  5  Cl     0.837115  0.674229   0.75    -0
  6  Cl     0.674229  0.837115   0.25    -0
  7  Cl     0.325771  0.162885   0.75    -0
  8  Cl     0.162886  0.837114   0.25    -0
  9  Cl     0.837114  0.162886   0.75    -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.54,3650,2163,6.11,50.9415,50,650,22.8,446.7,1.63,23,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,V,Cl
mp-557257,KVF3,Cubic,-0.464458545,2.0759,-3.070836679,"Full Formula (K1 V1 F3)
Reduced Formula: KVF3
abc   :   4.129387   4.129403   4.129290
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a    b    c    magmom
---  ----  ----  ---  ---  --------
  0  K     -0    0    0       0.002
  1  V      0.5  0.5  0.5     2.689
  2  F      0    0.5  0.5     0.025
  3  F      0.5  0    0.5     0.025
  4  F      0.5  0.5  0       0.025",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.54,3650,2163,6.11,50.9415,50,650,22.8,446.7,1.63,23,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,V,F
